鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路1~30號,22.64,住,,,1080223,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941221,111.85,2,2,1,有,有,16900000,151095,坡道平面,34.49,0,含增建或未登記建物。;,RPWNMLPLLHOFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段193巷1~30號,12.76,住,,,1080214,土地2建物1車位1,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981225,64.82000000000001,1,1,1,有,有,8880000,136995,塔式車位,13.28,0,含增建或未登記建物。;,RPXNMLPLLHOFFCA58CA
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~30號,3.92,商,,,1080217,土地1建物1車位0,三層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971229,46.629999999999995,1,1,1,有,有,9300000,199442,,0.0,0,含增建或未登記建物。;,RPTRMLMLLHOFFCA28CA
中正區,房地(土地+建物),臺北市中正區新生南路一段170巷1~30號,25.75,住,,,1080224,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.72,3,2,2,有,有,25580000,253971,,0.0,0,含增建或未登記建物。;空地增建,RPQPMLLJMHOFFBA47CA
文山區,房地(土地+建物),臺北市文山區木柵路二段109巷100弄1~30號,34.05,住,,,1080216,土地3建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821206,71.07,2,2,1,有,有,10680000,150274,,0.0,0,含增建或未登記建物。;,RPOOMLRLLHOFFAA77CA
文山區,土地,華興段三小段211~240地號,883.0,住,,,1080315,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,232385700,263177,,0.0,0,,RPXNMLKKMHOFFAA87CA
中正區,房地(土地+建物)+車位,臺北市中正區南昌路一段61~90號,8.62,商,,,1070805,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071217,103.94999999999999,2,1,1,有,有,32500000,312650,其他,17.72,0,本案為預售屋買賣。土地價款含車位部分163萬，房屋價款含車位部分87萬。,RPTNMLSKMHOFFAA28CA
中正區,房地(土地+建物)+車位,臺北市中正區南昌路一段61~90號,9.86,商,,,1050903,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071217,115.97999999999999,2,1,1,有,有,34120000,294189,其他,17.72,0,本案為預售屋買賣。土地價款含車位部分156萬，建物價款含車位部分84萬。,RPUNMLSKMHOFFAA38CA
中正區,房地(土地+建物)+車位,臺北市中正區南昌路一段61~90號,9.86,商,,,1050903,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071217,118.1,2,1,1,有,有,34960000,296020,其他,17.72,0,本案為預售屋買賣。土地價款含車位部分156萬，房屋價款含車位部分84萬。,RPVNMLSKMHOFFAA48CA
中正區,車位,臺北市中正區杭州南路一段31~60號,0.21,商,,,1080306,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0930820,16.85,0,0,0,有,有,550000,,升降機械,16.73,550000,單獨車位交易。;,RPPOMLMLLHOFFBA47CA
大同區,房地(土地+建物),臺北市大同區南京西路344巷1~30號,193.0,商,,,1071230,土地1建物3車位0,二層，三層,三層,公寓(5樓含以下無電梯),,加強磚造,,465.0,0,0,0,無,無,78000000,167742,,0.0,0,含增建或未登記建物。;整棟買賣,RPQOMLMLLHOFFBA57CA
萬華區,房地(土地+建物),臺北市萬華區康定路211~240號,2.99,商,,,1080308,土地3建物1車位0,六層,十一層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0700410,27.54,1,1,1,有,有,2900000,105301,,0.0,0,,RPPNMLOLLHOFFBA57CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路一段31~60號,14.92,其他,,,1080211,土地1建物1車位1,五層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860704,101.5,2,1,1,有,有,11000000,108374,升降平面,15.07,0,親友、員工或其他特殊關係間之交易。;,RPTNMLNJMHOFFAA67CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段304巷31~60號,20.75,住,,,1080104,土地2建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030314,130.42000000000002,3,2,1,有,有,14360000,110106,坡道平面,26.69,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。,RPQNMLQLLHOFFAA77CA
文山區,房地(土地+建物),臺北市文山區興隆路二段78巷1~30號,27.0,商,,,1071230,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580617,64.04,3,2,1,有,無,6800000,106184,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLQLLHOFFAA38CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段96巷1~30號,36.8,住,,,1071121,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070105,157.48000000000002,0,0,0,無,有,31000000,210342,坡道平面,20.56,2200000,,RPVNMLOLLHOFFAA08CA
文山區,房地(土地+建物),臺北市文山區一壽街3巷1~30號,24.44,住,,,1071231,土地3建物1車位0,一層，露台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,71.6,3,2,1,有,無,12600000,175978,,0.0,0,含增建或未登記建物。;,RPXPMLMLLHOFFAA28CA
中正區,車位,臺北市中正區牯嶺街91~120號,0.13,住,,,1080311,土地0建物0車位1,一層,五層,其他,住家用,鋼筋混凝土造,0961031,0.02,0,0,0,有,有,1150000,,升降機械,0.02,1150000,,RPRPMLMLLHOFFAA67CA
文山區,車位,臺北市文山區木新路三段45巷7弄1~30號,0.0,,,,1080121,土地0建物0車位2,,,其他,,,,80.35,0,0,0,有,有,1550000,,坡道平面,80.36,1550000,單獨車位交易。;,RPSPMLMLLHOFFAA77CA
中正區,房地(土地+建物),臺北市中正區寧波西街181巷1~30號,26.0,住,,,1080224,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,66.51,2,1,1,有,無,10780000,162081,,0.0,0,含增建或未登記建物。;,RPPNMLQLLHOFFAA67CA
中正區,房地(土地+建物),臺北市中正區中華路二段331~360號,24.17,住,,,1080218,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0691029,65.02,3,2,1,有,有,10000000,153799,,0.0,0,含增建或未登記建物。;,RPRNMLQLLHOFFAA87CA
文山區,房地(土地+建物),臺北市文山區景興路153巷14弄1~30號,39.21,住,,,1080222,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.71,3,2,1,有,有,11300000,115648,,0.0,0,,RPXNMLNJMHOFFAA08CA
文山區,房地(土地+建物),臺北市文山區景隆街1巷10弄1~30號,35.65,住,,,1080219,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,87.74,3,2,2,有,無,14500000,165261,,0.0,0,,RPPPMLSJMHOFFAA97CA
文山區,房地(土地+建物)+車位,臺北市文山區景興路181~210號,12.61,商,,,1080217,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0831210,177.07999999999998,3,2,2,有,有,25800000,145697,坡道平面,0.0,0,含增建或未登記建物。;共有人數3人。內含獨立產權車位，未包含在棟數內。內含獨立產權公設，未包含在棟數內。車位面積無法概算。,RPTNMLRLLHOFFAA18CA
文山區,房地(土地+建物),臺北市文山區萬盛街61~90號,49.25,住,,,1080302,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610308,105.56,3,2,2,有,無,14730000,139541,,0.0,0,含增建或未登記建物。;,RPVNMLRLLHOFFAA38CA
文山區,房地(土地+建物),臺北市文山區下崙路11巷1~30號,32.31,住,,,1080126,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060104,133.65,3,2,2,有,無,19000000,142162,,0.0,0,,RPSOMLTJMHOFFAA28CA
文山區,車位,臺北市文山區辛亥路六段31~60號,0.59,住,,,1080309,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0970521,43.47,0,0,0,有,有,900000,,坡道平面,43.47,900000,單獨車位交易。;,RPRNMLKKMHOFFAA27CA
文山區,車位,臺北市文山區辛亥路六段31~60號,0.59,住,,,1080309,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0970521,43.47,0,0,0,有,有,900000,,坡道平面,43.47,900000,單獨車位交易。;,RPSNMLKKMHOFFAA37CA
萬華區,房地(土地+建物),臺北市萬華區康定路151~180號,10.84,商,,,1080216,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,137.43,3,2,2,有,有,19750000,143710,,0.0,0,含增建或未登記建物。;,RPUOMLPLLHOFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區南寧路61~90號,13.65,商,,,1080218,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780515,181.45999999999998,3,2,2,有,有,18500000,101956,升降平面,0.0,0,含增建或未登記建物。;,RPPNMLQLLHOFFBA77CA
大同區,房地(土地+建物),臺北市大同區承德路三段91~120號,29.0,商,,,1071128,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631008,100.6,5,1,1,有,無,15000000,149105,,0.0,0,含增建或未登記建物。;,RPQNMLQLLHOFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區柳州街91~120號,21.2,商,,,1080226,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,95.51,3,2,1,有,無,10780000,112868,,0.0,0,含增建或未登記建物。;,RPRNMLQLLHOFFBA97CA
大同區,房地(土地+建物),臺北市大同區承德路三段91~120號,29.0,商,,,1071128,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631008,100.6,1,2,1,有,無,15000000,149105,,0.0,0,含增建或未登記建物。;,RPSNMLQLLHOFFBA08CA
大同區,房地(土地+建物),臺北市大同區民權西路211~240號,11.75,商,,,1080225,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0771108,112.97,2,2,2,有,有,15920000,140922,,0.0,0,含增建或未登記建物。;,RPXNMLQLLHOFFBA58CA
大同區,房地(土地+建物),臺北市大同區華亭街31~60號,4.81,商,,,1080116,土地1建物1車位0,九層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0991101,46.81,1,0,1,有,有,9000000,192267,,0.0,0,含增建或未登記建物。;,RPOOMLQLLHOFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區大埔街1~30號,16.25,住,,,1080307,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0621115,55.15,3,2,1,有,無,3250000,58930,,0.0,0,親友、員工或其他特殊關係間之交易。;二等親買賣,RPORMLQLLHOFFBA08CA
大同區,房地(土地+建物),臺北市大同區南京西路211~240號,63.0,商,,,1080107,土地1建物1車位0,全,三層,透天厝,,磚造,,186.46,6,4,4,有,無,93000000,498766,,0.0,0,含增建或未登記建物。;,RPPNMLKMLHOFFBA27CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段301~330號,128.0,住,,,1080223,土地1建物1車位0,全,二層,透天厝,,加強磚造,,182.6,3,2,2,有,無,46800000,256298,,0.0,0,含增建或未登記建物。;,RPPOMLSLLHOFFBA08CA
萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,7.66,商,,,1080226,土地1建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060418,102.17999999999999,2,2,1,有,有,20100000,196712,,0.0,0,,RPRNMLLKMHOFFBA47CA
中山區,房地(土地+建物),臺北市中山區新生北路三段84巷31~60號,16.17,商,,,1080212,土地2建物1車位0,地下層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0680604,75.5,2,1,1,有,無,5600000,74172,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLPLLHOFFCA78CA
中山區,房地(土地+建物),臺北市中山區新生北路三段1~30號,3.43,商,,,1080212,土地1建物1車位0,六層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700703,31.76,1,1,1,有,有,4900000,154282,,0.0,0,含增建或未登記建物。;,RPPNMLQLLHOFFCA87CA
大同區,房地(土地+建物),臺北市大同區民樂街61~90號,17.0,其他,,,1080115,土地2建物1車位0,全,二層,透天厝,,磚造,0450701,32.66,1,1,1,有,無,6900000,211268,,0.0,0,包含公共設施保留地之交易。;,RPSOMLLKMHOFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區民和街81巷1~30號,13.32,住,,,1060406,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071105,85.44,2,2,1,有,無,15500000,181414,,0.0,0,,RPOPMLMKMHOFFBA47CA
大同區,車位,臺北市大同區昌吉街1~30號,0.17,住,,,1080312,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,1010112,46.75,0,0,0,有,有,2502000,,坡道平面,0.0,2502000,,RPTNMLOKMHOFFBA97CA
中山區,房地(土地+建物),臺北市中山區新生北路二段21巷1~30號,20.38,住,,,1080203,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651103,101.48,1,2,2,有,無,24750000,243890,,0.0,0,含增建或未登記建物。;,RPPOMLQLLHOFFCA97CA
中山區,房地(土地+建物),臺北市中山區中山北路二段77巷1~30號,3.43,商,,,1080227,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,46.0,2,1,1,有,有,10550000,229348,,0.0,0,含增建或未登記建物。;,RPRPMLQLLHOFFCA28CA
內湖區,車位,臺北市內湖區民權東路六段123巷34弄1~30號,0.12,商,,,1080306,土地0建物0車位1,,,其他,,,,9.15,0,0,0,有,無,1550000,,坡道機械,9.15,1550000,,RPSPMLSLLHOFFCA58CA
內湖區,車位,臺北市內湖區瑞光路271~300號,0.53,其他,,,1080314,土地0建物0車位1,地下一層,十三層,其他,停車空間,鋼筋混凝土造,0950724,41.65,0,0,0,有,有,1600000,,坡道平面,41.65,1600000,單獨車位交易。;,RPVQMLNJMHOFFCA38CA
內湖區,車位,臺北市內湖區瑞光路271~300號,0.53,其他,,,1080314,土地0建物0車位1,地下一層,十三層,其他,停車空間,鋼筋混凝土造,0950724,41.65,0,0,0,有,有,1600000,,坡道平面,41.65,1600000,單獨車位交易。;,RPXQMLNJMHOFFCA58CA
中山區,房地(土地+建物),臺北市中山區民權東路三段60巷1~30號,20.07,住,,,1080225,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730214,106.32,3,1,2,有,有,22250000,209274,,0.0,0,,RPORMLNJMHOFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段103巷1~30號,76.23,住,,,1080112,土地1建物1車位3,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070619,556.83,0,0,0,無,有,197370000,429493,坡道平面,119.64,9600000,,RPPQMLSLLHOFFCA38CA
中山區,房地(土地+建物),臺北市中山區林森北路301~330號,3.28,商,,,1080226,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990409,34.5,0,0,0,無,有,7400000,214493,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVQMLLJMHOFFCA18CA
中山區,房地(土地+建物),臺北市中山區明水路541~570號,19.96,住,,,1080221,土地1建物1車位0,三層，四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850530,85.47,1,2,1,有,有,18600000,217620,,0.0,0,含增建或未登記建物。;,RPSNMLRLLHOFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路59巷20弄1~30號,63.98,住,,,1080305,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971015,209.67000000000002,4,2,2,有,有,39500000,188391,坡道平面,33.18,0,,RPSRMLLJMHOFFCA97CA
中山區,房地(土地+建物),臺北市中山區中山北路二段151~180號,5.32,商,,,1080304,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,47.97,2,1,1,有,有,11500000,239733,,0.0,0,,RPPRMLRKMHOFFCA38CA
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~30號,3.1,商,,,1080314,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,33.55,1,1,1,有,有,7500000,223547,,0.0,0,,RPSPMLNLMHOFFCA18CA
內湖區,車位,臺北市內湖區內湖路二段253巷31~60號,2.44,住,,,1080314,土地0建物0車位1,一層,十一層,其他,商業用,鋼筋混凝土造,0980923,35.35,0,0,0,有,有,1680000,,升降機械,35.35,1680000,本案車位為子母車位,RPVPMLLKMHOFFCA18CA
信義區,房地(土地+建物),臺北市信義區永吉路180巷16弄1~30號,41.0,住,,,1080305,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0520601,118.8,5,1,2,有,無,12324000,103737,,0.0,0,親友、員工或其他特殊關係間之交易。;頂樓另有違建部分併同移轉,RPPNMLQLLHOFFDA97CA
松山區,房地(土地+建物)+車位,臺北市松山區寶清街91~120號,17.48,住,,,1080128,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061124,128.32,3,2,2,有,有,27300000,235617,坡道平面,24.55,2850000,,RPQNMLQLLHOFFDA08CA
南港區,房地(土地+建物),臺北市南港區成功路一段94巷2弄1~30號,20.17,工,,,1080217,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,80.56,0,0,0,無,無,7780000,96574,,0.0,0,含增建或未登記建物。;,RPPNMLRLLHOFFDA08CA
信義區,房地(土地+建物),臺北市信義區嘉興街121~150號,29.75,住,,,1080218,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620712,93.85,3,2,2,有,無,15000000,159830,,0.0,0,,RPOPMLSJMHOFFDA18CA
松山區,土地,延壽段一小段421~450地號,105.41,住,,,1071212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52500000,498055,,0.0,0,含土地上已核准的建照權利,RPTNMLKMLHOFFDA87CA
松山區,土地,延壽段一小段421~450地號,105.41,住,,,1071212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52500000,498055,,0.0,0,含土地上已核准的建照權利,RPUNMLKMLHOFFDA97CA
北投區,房地(土地+建物)+車位,臺北市北投區公館路231巷1~30號,47.5,住,,,1080213,土地1建物1車位1,四層，五層，電梯樓梯間,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860219,250.89999999999998,4,3,3,有,無,17500000,69749,升降平面,0.0,0,含增建或未登記建物。;,RPPNMLQLLHOFFEA08CA
松山區,房地(土地+建物),臺北市松山區三民路101巷1~30號,30.25,住,,,1080221,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610120,87.41,3,2,1,有,無,20320000,232468,,0.0,0,,RPVNMLMLMHOFFDA28CA
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段211~240號,17.31,商,,,1080307,土地1建物2車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780602,176.53000000000003,3,2,2,有,有,32000000,181272,升降平面,38.59,0,含頂樓增建,RPUOMLNLMHOFFDA38CA
北投區,房地(土地+建物)+車位,臺北市北投區福美路181~210號,47.68,其他,,,1080121,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061114,194.91,4,2,2,有,無,8613869,44194,坡道平面,43.66,0,向政府機關承購之案件。;區段徵收專案配售。,RPRNMLQLLHOFFEA28CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段36巷1~30號,42.96,住,,,1080221,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050311,251.93,3,2,2,有,有,42300000,167904,坡道平面,38.2,0,,RPVOMLRLLHOFFEA88CA
士林區,建物,臺北市士林區中山北路七段220巷1~30號,0.0,,,,1080304,土地0建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700817,233.59,4,2,2,有,無,800000,3425,,0.0,0,,RPRPMLQLLHOFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區公館路231巷1~30號,35.21,住,,,1080319,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021119,156.48,3,2,2,有,有,24250000,154972,升降機械,18.34,0,,RPUOMLNJMHOFFEA28CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段118巷1~30號,32.01,住,,,1080217,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061128,191.66,3,2,2,有,無,33000000,196698,坡道平面,36.6,2500000,新建房屋尚未成立管理組織,RPQOMLSJMHOFFEA38CA
士林區,房地(土地+建物),臺北市士林區中山北路七段114巷31~60號,50.0,住,,,1080226,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641231,124.25,3,2,2,有,無,17800000,143260,,0.0,0,,RPWOMLSLLHOFFEA09CA
士林區,房地(土地+建物),臺北市士林區永平街31~60號,23.4,住,,,1080219,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690729,73.62,2,1,1,有,無,8300000,112741,,0.0,0,,RPVNMLTLLHOFFEA98CA
北投區,房地(土地+建物),臺北市北投區溫泉路68巷1~30號,26.83,住,,,1080117,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701218,115.15,3,2,2,有,無,15500000,134607,,0.0,0,,RPOOMLLKMHOFFEA57CA
北投區,房地(土地+建物),臺北市北投區天母西路117巷31~60號,9.23,住,,,1080224,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970818,36.089999999999996,0,0,1,無,有,7000000,193960,,0.0,0,,RPUNMLTKMHOFFEA88CA
大安區,房地(土地+建物),臺北市大安區羅斯福路三段333巷1~30號,67.5,商,,,1080112,土地5建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,160.72,6,2,5,有,無,30980000,192758,,0.0,0,含增建或未登記建物。;,RPWNMLQLLHOFFFA88CA
大安區,房地(土地+建物),臺北市大安區潮州街151~180號,25.38,住,,,1080126,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.62,3,2,2,有,無,32820000,242000,,0.0,0,,RPQOMLSLLHOFFFA58CA
大安區,車位,臺北市大安區市民大道四段121~150號,0.05,住,,,1080307,土地0建物0車位2,一層,十層,其他,見其他登記事項,鋼筋混凝土造,0950828,9.709999999999999,0,0,0,有,有,2600000,,塔式車位,0.0,2600000,,RPPNMLTLLHOFFFA48CA
大安區,房地(土地+建物),臺北市大安區四維路61~90號,33.5,住,,,1080226,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.75,3,2,1,有,無,17200000,207855,,0.0,0,,RPTNMLMJMHOFFFA08CA
文山區,房地(土地+建物),臺北市文山區興隆路四段109巷32弄1~30號,34.56,住,,,1080105,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840110,117.17,3,2,2,有,有,16880000,144064,,0.0,0,含增建或未登記建物。,RPRNMLRLLHOFFAA08DA
文山區,房地(土地+建物),臺北市文山區木新路二段218巷1~30號,21.38,住,,,1080131,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.77,3,2,1,有,無,9850000,128305,,0.0,0,含增建或未登記建物。,RPVOMLLJMHOFFAA87DA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷91~120號,32.06,住,,,1080304,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021223,140.41,3,2,2,有,有,18980000,135176,升降機械,13.03,0,,RPOOMLPKMHOFFAA67DA
大安區,房地(土地+建物)+車位,臺北市大安區潮州街48巷3弄1~30號,44.39,住,,,1080218,土地1建物1車位1,六層，七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040327,202.3,4,2,2,有,有,62500000,320393,升降機械,15.03,2500000,含增建或未登記建物。,RPVNMLMJMHOFFFA38DA
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷1~30號,14.54,商,,,1080118,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830701,113.69000000000001,4,2,2,有,有,21500000,189111,,0.0,0,含增建或未登記建物。,RPQQMLQLLHOFFCA38DA
中山區,車位,臺北市中山區基湖路112巷31~60號,0.13,住,,,1080311,土地0建物0車位1,,,其他,,,,44.9,0,0,0,有,有,2200000,,坡道平面,44.9,2200000,單獨車位交易。;,RPWOMLQLLHOFFCA78DA
信義區,房地(土地+建物),臺北市信義區虎林街232巷1~30號,45.0,住,,,1071201,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.34,4,2,2,有,無,17500000,226274,,0.0,0,含增建或未登記建物。,RPSOMLRLLHOFFDA58DA
內湖區,房地(土地+建物),臺北市內湖區康樂街91~120號,23.46,住,,,1080201,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,78.31,3,1,1,有,無,12000000,153237,,0.0,0,,RPRNMLRLLHOFFCA28DA
松山區,房地(土地+建物),臺北市松山區三民路136巷31~60號,10.58,住,,,1080318,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610805,42.12,2,1,1,有,無,9400000,223172,,0.0,0,,RPPNMLOKMHOFFDA87DA
松山區,房地(土地+建物),臺北市松山區三民路136巷31~60號,13.72,住,,,1080316,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610805,52.53,2,1,1,有,無,11680000,222349,,0.0,0,,RPQNMLOKMHOFFDA97DA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷31~60號,47.73,住,,,1080130,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061117,191.3,3,2,2,有,有,23300000,140960,坡道平面,43.74,2500000,,RPQNMLKMLHOFFEA77DA
